ExperimentName,Subject,Session,Clock.Information,Display.RefreshRate,Group,PreTaskInstruc.DurationError,PreTaskInstruc.OnsetDelay,PreTaskInstruc.OnsetTime,RandomSeed,Ready1.OnsetTime,Ready1.RTTime,Ready2.OnsetTime,Ready2.RT,SessionDate,SessionTime,SessionTimeUtc,Block,AwareFaces.DurationError[Block],AwareFaces.OnsetDelay[Block],AwareFaces.OnsetTime[Block],BottomFace[Block],bottommask[Block],BottomProbe[Block],EmoPosition[Block],ExperBlockList,ExperBlockList.Cycle,ExperBlockList.Sample,Face[Block],PracTrialList,PracTrialList.Cycle,PracTrialList.Sample,Probe[Block],ProbePosition[Block],Procedure[Block],Running[Block],StimDuration[Block],Target.ACC[Block],Target.CRESP[Block],Target.DurationError[Block],Target.OnsetDelay[Block],Target.OnsetTime[Block],Target.RESP[Block],Target.RT[Block],Target.RTTime[Block],TopFace[Block],topmask[Block],TopProbe[Block],TrialType[Block],Valence[Block],Trial,AwareFaces.DurationError[Trial],AwareFaces.OnsetDelay[Trial],AwareFaces.OnsetTime[Trial],BottomFace[Trial],bottommask[Trial],BottomProbe[Trial],EmoPosition[Trial],Face[Trial],Probe[Trial],ProbePosition[Trial],Procedure[Trial],Running[Trial],StimDuration[Trial],Target.ACC[Trial],Target.CRESP[Trial],Target.DurationError[Trial],Target.OnsetDelay[Trial],Target.OnsetTime[Trial],Target.RESP[Trial],Target.RT[Trial],Target.RTTime[Trial],TopFace[Trial],topmask[Trial],TopProbe[Trial],TrialList,TrialList.Cycle,TrialList.Sample,TrialType[Trial],Valence[Trial]
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,49,0,16,318160,GH.bmp,,E,bottom,G,E,bottom,AwareTrialProc,TrialList,500,0,,-999999,16,318676,1,604,319280,GN.bmp,,,78,1,49,critical,happyneu
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,50,0,16,320824,IN.bmp,,,top,I,E,top,AwareTrialProc,TrialList,500,0,,-999999,16,321340,1,628,321968,ID.bmp,,E,1,1,50,critical,disgustneu
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,51,0,16,323504,IN.bmp,,,,I,E,top,AwareTrialProc,TrialList,500,0,,-999999,16,324020,1,516,324536,IN.bmp,,E,9,1,51,filler,neuneu
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,52,0,16,326084,IN.bmp,,F,,I,F,bottom,AwareTrialProc,TrialList,500,0,,-999999,16,326600,2,576,327176,IN.bmp,,,12,1,52,filler,neuneu
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,53,0,16,328714,LN.bmp,,,,L,E,top,AwareTrialProc,TrialList,500,0,,-999999,17,329231,1,545,329776,LN.bmp,,E,45,1,53,filler,neuneu
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,54,0,16,331311,KD.bmp,,F,bottom,K,F,bottom,AwareTrialProc,TrialList,500,0,,-999999,16,331827,2,557,332384,KN.bmp,,,32,1,54,critical,disgustneu
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,55,0,16,333925,EH.bmp,,,bottom,E,F,top,AwareTrialProc,TrialList,500,0,,-999999,16,334441,2,519,334960,EN.bmp,,F,64,1,55,critical,happyneu
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,56,0,16,336505,EH.bmp,,E,bottom,E,E,bottom,AwareTrialProc,TrialList,500,0,,-999999,16,337021,1,627,337648,EN.bmp,,,66,1,56,critical,happyneu
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,57,0,17,339186,AN.bmp,,E,,A,E,bottom,AwareTrialProc,TrialList,500,0,,-999999,16,339702,1,650,340352,AN.bmp,,,59,1,57,filler,neuneu
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,58,0,16,341899,EN.bmp,,,top,E,F,top,AwareTrialProc,TrialList,500,0,,-999999,16,342415,2,537,342952,EH.bmp,,F,63,1,58,critical,happyneu
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,59,0,16,344496,GN.bmp,,F,,G,F,bottom,AwareTrialProc,TrialList,500,0,,-999999,16,345012,2,563,345575,GN.bmp,,,84,1,59,filler,neuneu
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,60,0,17,347110,IN.bmp,,E,top,I,E,bottom,AwareTrialProc,TrialList,500,0,,-999999,16,347626,1,621,348247,ID.bmp,,,5,1,60,critical,disgustneu
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,61,0,16,349790,KD.bmp,,E,bottom,K,E,bottom,AwareTrialProc,TrialList,500,0,,-999999,16,350306,1,590,350896,KN.bmp,,,30,1,61,critical,disgustneu
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,62,0,16,352437,KN.bmp,,E,,K,E,bottom,AwareTrialProc,TrialList,500,0,,-999999,16,352953,1,550,353503,KN.bmp,,,35,1,62,filler,neuneu
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,63,0,16,355050,CN.bmp,,,top,C,E,top,AwareTrialProc,TrialList,500,0,,-999999,16,355566,1,705,356271,CH.bmp,,E,85,1,63,critical,happyneu
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,64,0,16,357814,CH.bmp,,E,bottom,C,E,bottom,AwareTrialProc,TrialList,500,0,,-999999,16,358330,1,757,359087,CN.bmp,,,90,1,64,critical,happyneu
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,65,0,16,360627,JD.bmp,,,bottom,J,F,top,AwareTrialProc,TrialList,500,0,,-999999,16,361143,2,528,361671,JN.bmp,,F,16,1,65,critical,disgustneu
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,66,0,16,363207,EN.bmp,,,,E,E,top,AwareTrialProc,TrialList,500,0,,-999999,16,363723,1,644,364367,EN.bmp,,E,69,1,66,filler,neuneu
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,67,0,16,365904,EN.bmp,,,,E,F,top,AwareTrialProc,TrialList,500,0,,-999999,16,366420,2,539,366959,EN.bmp,,F,70,1,67,filler,neuneu
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,68,0,16,368501,LN.bmp,,E,top,L,E,bottom,AwareTrialProc,TrialList,500,0,,-999999,16,369017,1,574,369591,LD.bmp,,,41,1,68,critical,disgustneu
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,69,0,16,371131,EH.bmp,,F,bottom,E,F,bottom,AwareTrialProc,TrialList,500,0,,-999999,16,371647,2,752,372399,EN.bmp,,,68,1,69,critical,happyneu
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,70,0,16,373945,KN.bmp,,E,top,K,E,bottom,AwareTrialProc,TrialList,500,0,,-999999,16,374461,1,650,375111,KD.bmp,,,29,1,70,critical,disgustneu
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,71,0,16,376658,JN.bmp,,,top,J,E,top,AwareTrialProc,TrialList,500,0,,-999999,16,377174,1,513,377687,JD.bmp,,E,13,1,71,critical,disgustneu
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,72,0,16,379222,KD.bmp,,,bottom,K,E,top,AwareTrialProc,TrialList,500,0,,-999999,16,379738,1,709,380447,KN.bmp,,E,26,1,72,critical,disgustneu
DP_Faces_A_new_2,501,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2394030000</Frequency><Timestamp dt:dt=""r8"">1.92503061321221E+16</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2013-05-23T19:51:23Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",60.071,1,-999999,7,184717,1194644594,116114,117831,187697,1077,5/23/13,12:51:23,7:51:23 PM,13,,,,,,,,1,1,1,,,,,,,BlockProc,ExperBlockList,,,,,,,,,,,,,,,73,0,16,381985,AH.bmp,,,bottom,A,E,top,AwareTrialProc,TrialList,500,0,,-999999,16,382501,1,489,382990,AN.bmp,,E,50,1,73,critical,happyneu
